company,sector,cpc_code,n_total,quality_avg,quality_norm_avg,n_years,name_clean
Consejo Superior de Investigaciones Scientificas (CSIC),Life Sciences,2,219,0.1873755,-1.0258421,19,consejo superior de investigaciones scientificas csic
"Array BioPharma, Inc.",Life Sciences,2,219,0.43846202,0.04764707,17,array biopharma
"Seven Networks, LLC",Technology,7,219,0.84799546,1.598,12,seven networks
SOFTWARE GMBH,Technology,6,218,0.5099763,-0.1003125,16,software
"3D Systems, Inc.",Industrial,1,218,0.506405,0.8597895,19,3d
Sony Mobile Communications Inc.,Technology,7,218,0.52835125,-0.044142853,7,sony mobile communications
"MEDRAD, Inc.",Life Sciences,0,218,0.72128516,1.5860001,15,medrad
"Sepracor, Inc.",Life Sciences,0,218,0.2834979,-0.437,12,sepracor
Evonik Röhm GmbH,Life Sciences,2,218,0.29080072,-0.7461,10,evonik r hm
Peregrine Semiconductor Corporation,Technology,7,217,0.6865615,0.8262941,17,peregrine semiconductor
NATIONAL CHUNG HSING UNIVERSITY,Technology,7,217,0.28174618,-1.2680625,16,national chung hsing university
HUNTSMAN INTERNATIONAL LLC,Life Sciences,2,217,0.20299168,-0.96172225,18,huntsman
DRESSER-RAND COMPANY,Industrial,5,217,0.4066336,0.21231578,19,dresser rand
National Science Council,Technology,7,217,0.35907182,-0.895375,8,national science council
CYTEC TECHNOLOGY CORP.,Life Sciences,2,217,0.28019834,-0.56978947,19,cytec
SOCIETE BIC,Industrial,1,217,0.43390134,0.44221056,19,societe bic
Columbia Insurance Company,Life Sciences,0,217,0.5038507,0.407,18,columbia insurance
Outotec Oyj,Life Sciences,2,217,0.20842475,-1.0421667,12,outotec oyj
Fisher & Paykel Healthcare Limited,Life Sciences,0,217,0.57864046,0.6575625,16,fisher paykel healthcare
"Dow Corning Toray Co., Ltd.",Life Sciences,2,216,0.23383228,-0.94133335,12,dow corning toray
The Ohio State University Research Foundation,Life Sciences,2,216,0.35471088,-0.23627779,18,ohio state university research foundation
Kureha Corporation,Life Sciences,2,216,0.20876323,-1.0246154,13,kureha
Fitel USA Corp.,Technology,6,216,0.43094015,-0.4947778,9,fitel usa
"Nantero, Inc.",Technology,6,216,0.81382847,1.4548125,16,nantero
"SAINT-GOBAIN ABRASIVES, INC.",Industrial,1,216,0.4655431,0.48946667,15,saint gobain abrasives
Boston Scientific Limited,Life Sciences,0,216,0.7329691,1.5027368,19,boston scientific
Wella GmbH,Life Sciences,0,216,0.19729647,-0.897,14,wella
Oce Printing Systems GmbH,Technology,6,216,0.3152671,-1.0997334,15,oce printing
"BELKIN INTERNATIONAL, INC.",Technology,7,216,0.6827522,0.75841665,12,belkin
"Beth Israel Deaconess Medical Center, Inc.",Life Sciences,0,216,0.400466,-0.060894746,19,beth israel deaconess medical center
"MIMAKI ENGINEERING CO., LTD.",Industrial,1,216,0.2350614,-0.8914545,11,mimaki engineering
Square D Company,Technology,7,216,0.51487696,-0.044615388,13,square d
NIPRO CORPORATION,Life Sciences,0,216,0.31446207,-0.4817778,18,nipro
FIH (HONG KONG) LIMITED,Technology,7,215,0.2693922,-1.3161,10,fih hong kong
Alcatel Canada Inc.,Technology,7,215,0.610595,0.47800002,8,alcatel canada
TOTAL RESEARCH & TECHNOLOGY FELUY,Life Sciences,2,215,0.2314371,-1.0773333,6,total research feluy
"Elan Pharmaceuticals, Inc.",Life Sciences,2,215,0.35068378,-0.19873333,15,elan pharmaceuticals
Marconi Communications GmbH,Technology,7,215,0.45141804,-0.37255555,9,marconi communications
THE VOLCANO CORPORATION,Life Sciences,0,214,0.6833785,1.0488461,13,volcano
Monsanto Company,Life Sciences,2,214,0.35092267,-0.1249,10,monsanto
DETROIT DIESEL CORPORATION,Industrial,5,214,0.3552297,-0.026249997,16,detroit diesel
DH Technologies Development Pte. Ltd.,Technology,7,214,0.47835144,-0.28188887,9,dh development pte
Polytec GmbH,Industrial,3,214,0.35961068,-0.10805263,19,polytec
"Graco Children's Products, Inc.",Industrial,1,214,0.6135646,1.5257368,19,graco children s products
"Cable Television Laboratories, Inc.",Technology,7,214,0.53540367,0.035642862,14,cable television laboratories
ZIPPY TECHNOLOGY CORP.,Technology,7,214,0.40128702,-0.6565333,15,zippy
"Bridgelux, Inc.",Technology,7,213,0.58531487,0.26645455,11,bridgelux
Eisai Inc.,Life Sciences,2,213,0.2893462,-0.56075,16,eisai
TOHOKU UNIVERSITY,Technology,7,213,0.29423133,-1.2227368,19,tohoku university
BLOOM ENERGY CORPORATION,Technology,7,213,0.5828059,0.26953846,13,bloom energy
"HITACHI-LG DATA STORAGE, INC.",Technology,6,213,0.3144293,-1.0857857,14,hitachi lg data storage
Thomas Jefferson University,Life Sciences,2,213,0.3137878,-0.4783158,19,thomas jefferson university
Schlage Lock Company LLC,Industrial,4,213,0.5242755,0.92972225,18,schlage lock
MS TECHNOLOGIES,Life Sciences,0,212,0.29186076,-0.69472724,11,ms
The Chinese University of Hong Kong,Life Sciences,2,212,0.36237776,-0.24922222,18,chinese university of hong kong
"REGAL BELOIT AMERICA, INC.",Technology,7,212,0.55024004,0.059333336,6,regal beloit america
SII NanoTechnology Inc.,Technology,6,212,0.28318813,-1.2601818,11,sii nanotechnology
New York Air Brake LLC,Industrial,1,212,0.3646896,0.0278421,19,new york air brake
"Nanotek Instruments Group, LLC",Technology,7,211,0.4673286,-0.31972224,18,nanotek instruments
ALSTOM Holdings,Technology,7,211,0.23548551,-1.5536001,10,alstom
"Tela Innovations, Inc.",Technology,7,211,0.8520212,1.5921818,11,tela innovations
Afton Chemical Corporation,Life Sciences,2,211,0.4049773,-0.11835716,14,afton chemical
"SAMSUNG MEDISON CO., LTD.",Life Sciences,0,211,0.44354364,-0.18566667,6,samsung medison
University of Cincinnati,Life Sciences,0,211,0.40662083,-0.00036841317,19,university of cincinnati
Georgetown University,Life Sciences,2,211,0.32650262,-0.4103684,19,georgetown university
"EAGLE INDUSTRY CO., LTD.",Industrial,5,211,0.22768113,-0.867,19,eagle industry
CSR Technology Holdings Inc.,Technology,7,211,0.6500924,0.5578334,6,csr
Albany International Corp,Industrial,3,210,0.4095911,0.19647369,19,albany
"Valspar Sourcing, Inc.",Life Sciences,2,210,0.4421681,0.03233333,15,valspar sourcing
"Boehringer Ingelheim Pharmaceuticals, Inc.",Life Sciences,2,210,0.31029442,-0.39764285,14,boehringer ingelheim pharmaceuticals
"SIGMATEL, INC.",Technology,7,210,0.559239,0.16416666,18,sigmatel
STERIS Corporation,Life Sciences,0,210,0.42408612,0.09252631,19,steris
"SBC Properties, L.P.",Technology,7,210,0.67766976,0.81275,8,sbc properties l p
GE Aviation Systems Limited,Technology,6,210,0.44324544,-0.46162498,8,ge aviation
"GENIUS ELECTRONIC OPTICAL CO., LTD.",Technology,6,210,0.38647804,-0.73025006,12,genius electronic optical
"COMPAQ Information Technologies Group, L.P.",Technology,6,209,0.69667774,0.94259995,5,compaq information l p
WAKE FOREST UNIVERSITY HEALTH SCIENCES,Life Sciences,0,209,0.55350524,0.584875,16,wake forest university health sciences
Neurogen Corporation,Life Sciences,2,209,0.33488443,-0.26371428,14,neurogen
Tecumseh Products Company,Industrial,5,209,0.42433423,0.4975,14,tecumseh products
British Telecommunications PLC,Technology,7,209,0.43856868,-0.45684212,19,british telecommunications
Sony Interactive Entertainment America LLC,Life Sciences,0,209,0.71968085,0.92733335,3,sony interactive entertainment america
"CAMERON HEALTH, INC.",Life Sciences,0,208,0.806205,1.7045625,16,cameron health
AXIS AB,Technology,7,208,0.47418052,-0.28875,16,axis ab
"KOLON INDUSTRIES, INC.",Life Sciences,2,208,0.1726834,-1.0941578,19,kolon industries
"Nissan Technical Center North America, Inc.",Industrial,1,208,0.52517754,1.1183846,13,nissan technical center north america
"Smiths Medical ASD, Inc.",Life Sciences,0,208,0.6541582,0.9622,15,smiths medical asd
Microsemi Corporation,Technology,7,208,0.5855352,0.29094118,17,microsemi
Aventis Pharmaceuticals Inc.,Life Sciences,2,208,0.26180863,-0.5888,15,aventis pharmaceuticals
"NIPPON SOKEN, INC.",Industrial,5,208,0.31829104,-0.28142107,19,nippon soken
"TOKYO SEIMITSU CO., LTD.",Industrial,1,208,0.27383938,-0.5869474,19,tokyo seimitsu
Kabushiki Kaisha Sega Enterprises,Life Sciences,0,208,0.48544675,0.6634,10,kabushiki kaisha sega enterprises
Okuma Corporation,Technology,6,208,0.27784654,-1.2858948,19,okuma
KEIPER GMBH & CO. KG,Industrial,1,208,0.33908683,-0.21093334,15,keiper kg
"Cascade Microtech, Inc.",Technology,6,208,0.60129976,0.38621053,19,cascade microtech
SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,Life Sciences,0,207,0.14340675,-1.2234999,18,sigma tau industrie farmaceutiche riunite s p a
"Siemens Communications, Inc.",Technology,7,207,0.6331897,0.5707143,7,siemens communications
CHIESI FARMACEUTICI S.P.A.,Life Sciences,2,207,0.2573298,-0.72278947,19,chiesi farmaceutici s p a
"CYTOKINETICS, INC.",Life Sciences,2,207,0.52446866,0.4296111,18,cytokinetics
ACCENTURE LLP,Technology,6,207,0.78357154,1.4024999,10,accenture llp
Solar Turbines Incorporated,Industrial,5,207,0.35707414,-0.12588888,18,solar turbines incorporated
Valeo Systemes Thermiques,Industrial,5,207,0.30250636,-0.4905,12,valeo systemes thermiques
Bruker Daltonik GmbH,Technology,7,207,0.28598025,-1.2682105,19,bruker daltonik
"Varian, Inc.",Technology,6,207,0.4207528,-0.5457273,11,varian
BTG INTERNATIONAL INC.,Life Sciences,2,206,0.40878314,0.031105256,19,btg
Koninklijke KPN N.V.,Technology,7,206,0.38974512,-0.7177895,19,koninklijke kpn n v
RESEARCH & BUSINESS FOUNDATION SUNGKYUNKWAN UNIVERSITY,Technology,7,206,0.29381406,-1.205,5,research business foundation sungkyunkwan university
LEXTAR ELECTRONICS CORPORATION,Technology,7,206,0.31912524,-1.074,9,lextar electronics
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,Industrial,1,206,0.46423867,0.5430526,19,saint gobain performance plastics
"Everspin Technologies, Inc.",Technology,6,206,0.5668601,0.17336364,11,everspin
"HANWHA TECHWIN CO., LTD.",Technology,6,206,0.4007389,-0.676,4,hanwha techwin
GAS TECHNOLOGY INSTITUTE,Life Sciences,2,206,0.33734643,-0.35758823,17,gas institute
ADC GmbH,Technology,7,206,0.5167489,-0.054818187,11,adc
Research Development Foundation,Life Sciences,2,205,0.3266524,-0.42784208,19,research development foundation
STATS ChipPAC Pte. Ltd.,Technology,7,205,0.7437821,1.0293334,3,stats chippac pte
"ParkerVision, Inc.",Technology,7,205,0.9164881,2.0324445,18,parkervision
"Atheros Communications, Inc.",Technology,7,205,0.60912204,0.4609091,11,atheros communications
BOEHRINGER INGELHEIM VETMEDICA GMBH,Life Sciences,0,205,0.32277513,-0.4536842,19,boehringer ingelheim vetmedica
NexPress Solutions LLC,Technology,6,205,0.3712748,-0.8606,5,nexpress solutions
"Mellanox Technologies, Ltd",Technology,7,205,0.6011253,0.37035295,17,mellanox
Atofina,Life Sciences,2,205,0.173734,-0.9458182,11,atofina
"GROUP14 TECHNOLOGIES, INC.",Life Sciences,0,204,0.5275537,0.53349996,18,group14
Sealed Air Corporation (US),Industrial,1,204,0.500978,0.78005266,19,sealed air us
Credence Systems Corporation,Technology,6,204,0.54481465,0.09778571,14,credence
"XYLECO, INC.",Life Sciences,2,204,0.57421947,0.67539996,15,xyleco
"FOUNDRY NETWORKS, LLC",Technology,7,204,0.7784119,1.2746667,15,foundry networks
VOLTERRA SEMICONDUCTOR LLC,Technology,7,204,0.6769938,0.763,19,volterra semiconductor
"PerkinElmer Health Sciences, Inc.",Technology,7,204,0.5662156,0.163,10,perkinelmer health sciences
SMS SIEMAG AG,Industrial,1,204,0.20705873,-1.0671111,9,sms siemag
"SANYO DENKI CO., LTD.",Technology,7,204,0.31384945,-1.1091579,19,sanyo denki
CLARK EQUIPMENT COMPANY,Industrial,4,204,0.42176703,0.32742107,19,clark equipment
BIOGEN IDEC MA INC.,Life Sciences,2,204,0.44827136,0.069214284,14,biogen idec ma
"KOREA KUMHO PETROCHEMICAL CO., LTD.",Life Sciences,2,204,0.16673093,-1.1209474,19,korea kumho petrochemical
MITAC INTERNATIONAL CORP.,Technology,6,203,0.38634834,-0.7391667,18,mitac
"Kabam, Inc.",Life Sciences,0,203,0.6317573,0.605,6,kabam
SAGEM DEFENSE SECURITE,Technology,6,203,0.24373017,-1.4508572,14,sagem defense securite
BEHR GMBH & CO. KG,Industrial,5,203,0.30401278,-0.44036362,11,behr kg
PACCAR Inc.,Industrial,1,203,0.4410682,0.4513158,19,paccar
"American Air Liquide, Inc.",Life Sciences,2,203,0.3941731,-0.05336842,19,american air liquide
The Regents of the University of Colorado,Life Sciences,2,203,0.52436775,0.5432778,18,regents of university of colorado
STANDARD MICROSYSTEMS CORPORATION,Technology,6,202,0.5732406,0.23125,16,standard microsystems
MicroStrategy Incorporated,Technology,6,202,0.76743436,1.2582105,19,microstrategy incorporated
"Remy Technologies, LLC",Technology,7,202,0.50171036,-0.1589,10,remy
"National Technology & Engineering Solutions of Sandia, LLC",Technology,6,202,0.5209125,-0.076,2,national engineering solutions of sandia
Mitsubishi Polyester Film GmbH,Industrial,1,202,0.30087397,-0.43355554,18,mitsubishi polyester film
"CNH Industrial Canada, Ltd.",Life Sciences,0,202,0.45058197,-0.1716,5,cnh industrial canada
KING ABDULAZIZ CITY FOR SCIENCE AND TECHNOLOGY (KACST),Life Sciences,2,202,0.3755918,-0.436625,8,king abdulaziz city for science kacst
"DAIDO METAL CO., LTD.",Industrial,5,202,0.19045113,-1.118,19,daido metal
Fujikin Incorporated,Industrial,5,202,0.21913807,-0.9242105,19,fujikin incorporated
DARFON ELECTRONICS CORP.,Technology,7,202,0.31083533,-1.1300527,19,darfon electronics
"HUIZHOU KIMREE TECHNOLOGY CO., LTD. SHENZHEN BRANCH",Life Sciences,0,202,0.34458375,-0.63325,4,huizhou kimree shenzhen branch
"Haworth, Inc.",Life Sciences,0,201,0.5911266,0.85247374,19,haworth
GALDERMA RESEARCH & DEVELOPMENT,Life Sciences,2,201,0.19644047,-0.9898947,19,galderma research development
Atotech Deutschland GmbH,Life Sciences,2,201,0.27307826,-0.6191579,19,atotech deutschland
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,Life Sciences,2,201,0.37135428,-0.17678948,19,board of trustees of university of arkansas
Irwin Industrial Tool Company,Industrial,1,201,0.54715127,1.0491875,16,irwin industrial tool
Hutchinson S.A.,Industrial,5,200,0.25359747,-0.72989476,19,hutchinson s a
"Devicor Medical Products, Inc.",Life Sciences,0,200,0.8391887,1.5514445,9,devicor medical products
Reckitt Benckiser LLC,Life Sciences,2,200,0.26895848,-0.66194737,19,reckitt benckiser
IO-Mega Holding Corporation,Technology,6,200,0.589206,0.36130768,13,io mega holding
H.C. STARCK INC.,Life Sciences,2,199,0.33999357,-0.32573685,19,h c starck
"Ichikoh Industries, Ltd.",Industrial,1,199,0.30540597,-0.36515787,19,ichikoh industries
"Super Talent Electronics, Inc.",Technology,6,199,0.7272905,1.0336666,9,super talent electronics
INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY,Technology,7,199,0.29568353,-1.1852143,14,industry university cooperation foundation hanyang university
GETAC TECHNOLOGY CORPORATION,Technology,6,199,0.40851218,-0.6223,10,getac
Kia Motors Corporation,Industrial,1,199,0.22746219,-0.8763158,19,kia motors
"Alcatel USA Sourcing, L.P.",Technology,7,199,0.6043461,0.46544445,9,alcatel usa sourcing l p
"O2Micro, Inc.",Technology,7,199,0.5317926,0.016714282,14,o2micro
Ina Schaeffler KG,Industrial,5,199,0.22277924,-0.83633333,9,ina schaeffler kg
"Gamblit Gaming, LLC",Technology,6,198,0.86301875,1.6065,6,gamblit gaming
ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,Life Sciences,2,198,0.25778314,-0.672625,16,albert einstein college of medicine of yeshiva university
OMNITEK PARTNERS LLC,Industrial,5,198,0.41220108,0.1884,15,omnitek partners
Carl Zeiss Stiftung,Technology,6,198,0.34342054,-0.9703,10,carl zeiss stiftung
INTELLECTUAL VENTURES FUND 79 LLC,Technology,6,198,0.7007437,0.8407,10,intellectual ventures fund 79
TRW AUTOMOTIVE GMBH,Industrial,1,198,0.29068193,-0.5485,14,trw automotive
Fort James Corporation,Industrial,1,198,0.4800009,0.9362222,9,fort james
SHINKAWA LTD.,Industrial,1,197,0.23374271,-0.8649474,19,shinkawa
"Laird Technologies, Inc.",Technology,7,197,0.5456183,0.07016667,18,laird
"Samsung LED Co., Ltd.",Technology,7,197,0.35933593,-0.8746667,6,samsung led
TRW AUTOMOTIVE SAFETY SYSTEMS GMBH,Industrial,1,197,0.27528825,-0.5792353,17,trw automotive safety
Ferro Corporation,Life Sciences,2,197,0.31329668,-0.44673684,19,ferro
THE TIMKEN COMPANY,Industrial,5,197,0.36841536,0.0065263123,19,timken
"Medtronic Xomed, LLC",Life Sciences,0,196,0.6910171,1.2599444,18,medtronic xomed
Pharmacia Corporation,Life Sciences,2,196,0.31348193,-0.31691667,12,pharmacia
SK Planet Co. Ltd.,Technology,7,196,0.3723581,-0.81814283,7,sk planet
"i2 Technologies US, Inc.",Technology,6,196,0.67145574,0.7990909,11,i2 us
"Siemens Power Generation, Inc.",Industrial,5,196,0.39096892,0.25133333,3,siemens power generation
TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION,Technology,7,195,0.3390448,-0.9667857,14,toshiba mitsubishi electric industrial
KEMET Electronics Corporation,Technology,7,195,0.4718813,-0.31021053,19,kemet electronics
Fluor Technologies Corporation,Industrial,1,195,0.31384185,-0.40657142,14,fluor
The University Of Queensland,Life Sciences,2,195,0.2839272,-0.5762632,19,university of queensland
Carl Zeiss Jena GmbH,Technology,6,195,0.2967833,-1.2153333,12,carl zeiss jena
"St. Jude Medical, LLC",Life Sciences,0,195,0.7209299,1.4287778,18,st jude medical
ATI PROPERTIES LLC,Life Sciences,2,194,0.47537008,0.27577776,18,ati properties
VALINGE INNOVATION AB,Industrial,4,194,0.85758007,2.7283075,13,valinge innovation ab
"Goss International Americas, Inc.",Industrial,1,194,0.30913076,-0.4168,15,goss americas
"VIA ALLIANCE SEMICONDUCTOR CO., LTD.",Technology,6,194,0.6015661,0.31800002,4,via alliance semiconductor
KENWOOD LIMITED,Technology,7,194,0.35481328,-0.88905555,18,kenwood
CANON FINETECH INC.,Industrial,1,194,0.3373467,-0.2116,15,canon finetech
"Rolls-Royce North American Technologies, Inc.",Industrial,5,194,0.42693424,0.21072727,11,rolls royce north american
Capital One Financial Corporation,Technology,6,193,0.6132411,0.44558826,17,capital one financial
Cray Inc.,Technology,6,193,0.67958564,0.78077775,18,cray
The Swatch Group Research and Development Ltd,Technology,6,193,0.3353603,-0.9830833,12,swatch research development
"S-Printing Solution Co., Ltd.",Technology,6,193,0.4853871,-0.2535,2,s printing solution
"TriQuint Semiconductor, Inc.",Technology,7,192,0.5327217,0.029941177,17,triquint semiconductor
Japan Display West Inc.,Technology,6,192,0.44666064,-0.45800003,3,japan display west
SMK Corporation,Technology,7,192,0.3152984,-1.0935264,19,smk
"ABILITY OPTO-ELECTRONICS TECHNOLOGY CO., LTD.",Technology,6,192,0.37269753,-0.81219995,5,ability opto electronics
"New Holland North America, Inc.",Life Sciences,0,192,0.3169651,-0.11242857,7,new holland north america
Degussa-Huels AG,Life Sciences,2,192,0.15824786,-1.0058571,7,degussa huels
Colorado State University Research Foundation,Life Sciences,2,192,0.4255995,0.064052634,19,colorado state university research foundation
Actelion Pharmaceuticals Ltd,Life Sciences,2,191,0.2524136,-0.7835294,17,actelion pharmaceuticals
"Merlin Technology, Inc.",Technology,6,191,0.55373424,0.1255,16,merlin
"Noritsu Koki Co., Ltd.",Technology,6,191,0.300487,-1.179923,13,noritsu koki
N.V. Nutricia,Life Sciences,0,191,0.22331612,-0.89816666,18,n v nutricia
GE LIGHTING SOLUTIONS LLC,Industrial,5,191,0.5462296,0.81011117,9,ge lighting solutions
Biotronik CRM Patent AG,Life Sciences,0,191,0.4229618,-0.091400005,10,biotronik crm patent
Korea Institute Of Geoscience And Mineral Resources,Technology,6,191,0.17447312,-1.8133845,13,korea institute of geoscience mineral resources
